name,gender,meanings,origin
Madeira,f,"Strong, Precious, Powerful",Portuguese
Mikayli,f,"Variant of Michael, Who is Like God",Hebrew
Shamayia,f,Unknown,Unknown
Almedina,f,The city,Arabic
Tymara,f,Uncertain,Uncertain
Aneela,f,"Grace, Beautiful, Charming",Arabic
Anayanci,f,"Grace, favor",Native American
Antonasia,f,"Priceless, Highly praised",Latin
Caitilin,f,"Pure, virginal",Irish
Dessire,f,"Desire, longing",Latin
Issys,,,
Fritzi,f,"Peaceful ruler, Pearl",German
Jhenna,f,Unknown,Unknown
Jnyia,f,Unknown,Unknown
Johnisha,f,Modern invention,"Uncertain, likely a modern invented name"
Kaymin,m,"Brave, strong",Unknown
Lacora,f,Unknown,Unknown
Joshelin,f,"Derived from the Hebrew name Yehoshua, meaning 'God is salvation'",Hebrew
Lanadia,f,Unknown,Unknown
Madia,f,"Tower, Resembles A Gift From God",Latin
Rheann,f,Unknown,Unknown
Miniyah,f,Unknown,Unknown
Michia,f,Who is like God,Hebrew
Shacora,f,Unknown,Unknown
Shalamar,Unknown,Unknown,Unknown
Yanise,f,God is gracious,Greek
Takenya,f,Unknown,Unknown
Yicel,f,Unknown,Unknown
Aajaylah,f,Unknown,Unknown
Alexandera,f,Defender of the people,Greek
Ambur,f,"Amber, jewel, cloudy",Arabic
Betzhy,f,Unknown,Unknown
Aaliayh,f,"high, exalted, sublime",Arabic
Autianna,f,"Noble, graceful",English
Breeauna,f,Unknown,Unknown
Chavela,f,"noble, beautiful",Spanish
Chelcy,f,Unknown,Unknown
Daiona,f,Unknown,Unknown
Deserea,f,Uncertain,Uncertain
Destinyrose,f,"Destiny, Rose",
Deshana,f,Unknown,Unknown
Erminia,f,Unknown,Latin
Jahkira,f,Unknown,Unknown
Ivelin,m,Uncertain,Bulgarian
Karlysia,f,Unknown,Unknown
Kalesha,f,Modern invention,American
Jesyca,f,"God beholds, Gift of God",Hebrew
Kemarah,f,Unknown,Unknown
Keyairra,f,Unknown,Unknown
Keertana,f,"Hymn, Song, Devotional music",Sanskrit
Kimie,f,"Valuable, noble",Japanese
Ladaysha,f,Combination of La and Aysha,American
Lyndia,f,"Beautiful, lime tree",Greek
Mashyia,f,Unknown,Unknown
Lateria,f,Unknown,Latin
Mauren,f,"Dark, Sea of bitterness, Wished-for child","Latin, Hebrew, English"
Merrissa,f,"Variant of Marisa, a combination of Maria and Luisa","Spanish, Italian"
Messina,f,"From Messene; City of the people, Reaping or harvesting",Italian
Mijah,,Unknown,Unknown
Nahaven,,Unknown,Unknown
Nadean,f,combination of Nadia and Dean,
Oriona,f,"Variant of Orion, possibly meaning 'son of fire' or 'dweller in the mountains'",Greek
Raechelle,f,"Lamb, Ewe, Innocence",Hebrew
Risako,f,Unknown,Japanese
Sahian,Unknown,Unknown,Unknown
Shamayah,m,"Desolation, Destruction, Devastation",Hebrew
Shikira,f,Unknown,Unknown
Uniyah,f,Unknown,Unknown
Srinitya,,Unknown,Unknown
Tasiah,Unknown,Unknown,Unknown
Takarah,f,Treasure,Japanese
Vyvy,f,"Life, Alive",Latin
Abery,Unknown,Unknown,Unknown
Yanderi,f,Unknown,Unknown
Aji,m,Unknown,Unknown
Akeeyla,f,Uncertain,
Adysan,Unknown,Unknown,Unknown
Allexus,f,Defender of mankind,Greek
Anilu,f,Unknown,Unknown
Analeece,f,"Grace, Elegance",Unknown
Antonisha,f,"Praiseworthy, Flourishing",Unknown
Ankitha,f,"Conquered, Honored, Worshiped",Sanskrit
Arlethe,f,"Noble, honorable",Latin
Anuradha,f,"Bright, Goddess of fortune, Success, Name of a star",Sanskrit
Arlissa,f,"pledge, oath",Unknown
Arykah,f,"Variant of Erica, ruler, queen","American, German"
Asija,f,Unknown,Unknown
Behtzy,f,"Peace, Blessed",Unknown
Austeja,f,unknown,Lithuanian
Betzabet,f,Unknown,Unknown
Bisleidy,f,Unknown,Unknown
Attoria,f,unknown,unknown
Brittnay,f,"From Britain, From Brittany",English
Briawna,f,"Modern invention, possibly a combination of Brianna and Shawna",Modern American
Cathryne,f,"Pure, Clear",Greek
Cierah,f,Unknown,Unknown
Chayna,f,"Graceful, beautiful, peaceful",Hebrew
Briunna,f,"Modern invention, possibly a combination of Brianna and Anna",Modern invention
Cydne,f,"from the wide island, wide river crossing",English
Dazmine,f,Unknown,Unknown
Daeyonna,f,Uncertain,Uncertain
Delisia,f,"Derived from the name Delicia, meaning 'delight' or 'pleasure'",Latin
Diaja,f,"Unity, Divine, One who is creative",Unknown
Dijonay,f,Unknown,Unknown
Dnae,f,Unknown,Unknown
Diamondnique,f,Combination of Diamond and Unique,Modern American
Dnijah,f,Unknown,Unknown
Cynthea,f,"Moon goddess, flower, pure",Greek
Emyia,,Unknown,Unknown
Donnella,f,modern blend of Donna and Ella,Modern English
Esbeidi,f,Unknown,Unknown
Gelissa,f,Unknown,Unknown
Harmanpreet,m,"God's love, Devotee of God",Punjabi
Jahda,f,Unknown,Unknown
Hevan,f,"Divine, Heavenly",Unknown
Jahonna,f,Unknown,Unknown
Jazsmine,f,"Gift from God, Flower",Persian
Jeanett,f,"God is gracious, Heavenly, Gift from God",Hebrew
Jenilca,f,Unknown,Unknown
Jerina,f,Unknown,Unknown
Jesmine,f,"Derived from the jasmine flower, symbolizing grace and elegance",Persian
Joceyln,f,"Joyful, Cheerful, Little Goth, Gaut's child","French, English"
Jonea,f,God is gracious,Hebrew
Julisha,f,"Youthful, Descended from Jupiter",Latin
Kaele,Unknown,Unknown,Unknown
Kanah,f,undefined,undefined
Kateria,f,"Pure, Clear",Greek
Kele,m/f,Uncertain,Hawaiian
Laderricka,f,Uncertain,Uncertain
Kenesha,f,Unknown,Unknown
Lashante,f,"Combination of La- and Shante, Modern creation",American
Lataisha,f,unknown,unknown
Lemaya,f,Unknown,Unknown
Lataja,f,Unknown,Unknown
Lexsey,f,Defender of the people,Greek
Mariagabriela,f,Uncertain,Latin
Makalie,Unknown,Unknown,Unknown
Maleehah,f,"Beautiful, Pleasant",Arabic
Mallerie,f,"From the high tower, unfortunate, bad luck",English
Marialys,f,"Combination of Maria and Lys, possible meanings include 'beloved of God' or 'light'",Unknown
Mikara,f,Uncertain,Uncertain
Mikaylyn,f,Uncertain,Uncertain
Nakaiyah,f,Unknown,Unknown
Mitzie,f,"sea of bitterness, rebellion, wished-for child","Hebrew, Greek, Latin"
Marieann,f,"Bitter, Beloved, Grace","French, Hebrew"
Nakhya,f,Unknown,Unknown
Naudya,f,Unknown,Unknown
Omaris,f,Unknown,Unknown
Nyiesha,f,Unknown,
Porcha,f,"From the Roman family name Porcius, possibly meaning 'swineherd' or 'pork butcher'",Latin
Rashonda,f,Unknown,Unknown
Raehanna,f,"Graceful, Gracious, Beloved",Unknown
Riannon,f,"Great queen, Maiden, Goddess",Welsh
Riliegh,f,"From the clearing in the meadow, Courageous, Valiant, Strong",English
Shamirra,f,Unknown,Unknown
Shaterra,f,Unknown,Unknown
Shaunta,f,Modern invented name,Modern American
Shekira,f,Unknown,Unknown
Shiasia,f,Unknown,Unknown
Shirleen,f,"Beloved, Variant of Charlene",English
Sindhuja,f,"Goddess Lakshmi, River",Sanskrit
Suban,m,"gentle, beautiful",Arabic
Staysha,f,Uncertain,Uncertain
Syndel,f,Unknown,Unknown
Sumeyye,f,"Princess, Highborn",Arabic
Taesha,f,Uncertain,Uncertain
Tamaia,f,Unknown,Unknown
Tanajia,f,Unknown,Unknown
Tatyonna,f,Uncertain,Uncertain
Tichina,f,Unknown,Unknown
Tyese,f,Unknown,Unknown
Tijana,f,"Harvester, Gracious",Serbian
Tommia,f,Tommia doesn't have a specific meaning,Unknown
Tinyah,f,Modern invention,Modern English
Tyonia,f,Uncertain,Uncertain
Yanisse,f,Unknown,Unknown
Yuriria,f,Uncertain,Uncertain
Vianeth,f,Unknown,Unknown
Xiao,m,"Filial, Virtuous, Morning",Chinese
Zekiyah,f,Unknown,Unknown
Zianya,f,Unknown,Unknown
Adee,f,"Noble, Pleasant","Old English, Hebrew"
Aalycia,f,"Noble, Of noble kind",Germanic
Alayjia,f,Unknown,Unknown
Ailet,f,Uncertain,Uncertain
Alexanne,f,Defender of men,Greek
Allisan,f,"Noble, Truthful, Gracious","Old French, Germanic"
Alyxandrea,f,defender of the people,Greek
Anaee,f,"Grace, Favor",Hebrew
Anyanka,f,Unknown,Unknown
Anastaisha,f,Resurrection,Russian
Anjelyna,f,"Variant of Angelina, possibly derived from Greek angelos (messenger) or Latin angelus (angel)","Unknown, possibly Greek or Latin"
Antanae,m/f,Unknown,Unknown
Areiona,f,Unknown,Unknown
Arelin,f,Unknown,Unknown
Armandina,f,unknown,unknown
Armine,f,Unknown,Unknown
Arela,f,"Angel, Messenger, Light",Hebrew
Asmitha,f,Unknown,Unknown
Atiyanna,f,Gift of God,American
Ataya,f,"Gift, Generosity",Arabic
Atzhiry,f,Unknown,Unknown
Aulona,f,Unknown,Albanian
Avangelia,f,"Good news, bearer of good news",Greek
Berlinda,f,Variant of Belinda,Germanic
Aynia,f,Unknown,Unknown
Bansi,f,"Flute, Melody",Sanskrit
Bethzabel,f,God's promise,Hebrew
Brandasia,,,
Brisais,f,Unknown,Greek
Caresse,f,"caress, endearment, tenderness",French
Cabria,f,"Goddess of the waves, Joyful, Gift of God",Latin
Carlyse,f,"free man, descendant of Cuilean","English, Gaelic"
Cecilla,f,"Blind, Dim-sighted",Latin
Ceclia,f,"Blind, One Who Has Been Blind, Lame, Sixth",Latin
Chamira,f,Unknown,Unknown
Cenae,f,Unknown,Unknown
Chanae,f,"Grace, favored, beloved",Hebrew
Charlissa,f,"Free man, combination of Charlize and Melissa",English
Charnell,f,Modern invention,Modern English
Chastidy,f,"Purity, Innocence, Virtue",English
Cindia,f,Unknown,Unknown
Cinya,f,Unknown,Unknown
Cilia,f,"Blind, Foreseer",Latin
Ciomara,f,Unknown,Unknown
Cithlali,f,"Star, Flower",Nahuatl
Corneisha,f,Uncertain,American
Dalajah,f,unknown,unknown
Dagmara,f,"Good day, Peaceful",Polish
Dalayni,f,Unknown,Unknown
Dashara,f,"Gift of God, Strong, Leader",Sanskrit
Deira,f,Unknown,Unknown
Debi,f,"Beloved, Queen Bee, Divine, Bright",Sanskrit
Dejamarie,f,Modern invention,Modern American
Desyree,f,Uncertain,Uncertain
Eja,f,Unknown,Unknown
Deyja,f,unknown,unknown
Deycy,f,Unknown,Unknown
Dorianne,f,"Descendant of Dorus, Gift of God",Greek
Doralee,f,Gift of God,English
Elizaida,f,Unknown,Unknown
Feliza,f,"Happy, fortunate",Spanish
Enny,f,Unknown,Unknown
Emer,m,"swift, quick",Irish
Emyle,f,"Industrious, hardworking, excellent, rival, laborious",Latin
Gloribel,f,"Glorious beauty, beautiful glory",Spanish
Fiama,f,"Fire, Flame",Italian
Fransisca,f,"Free, from France",Latin
Gennavive,f,variant of Genevieve,French
Gracye,f,"Graceful, Elegant",English
Hannaha,f,"Grace, Favor, Charm",Hebrew
Gresa,f,"Desire, Brave, Wild, Vigorous",Albanian
Hasly,Unknown,Unknown,Unknown
Heavynn,f,"Variant of Heaven, Paradise",English
Haylah,f,Unknown,Unknown
Heilly,f,Unknown,Unknown
Ialiyah,f,Unknown,Unknown
Ilenne,f,Unknown,Unknown
Imiya,f,Unknown,Unknown
Ilette,f,Unknown,Unknown
Inesha,f,"Pure, Chaste",Sanskrit
Ixcel,f,Unknown,Mayan
Iyssis,,Unknown,Unknown
Jackquelyn,f,"Supplanter, God is Gracious",Hebrew
Jahnel,f,"Modern invention, possibly a variant of Janelle or a combination of other names","Modern invention, possibly American"
Jalyssia,f,Modern invention,Modern American
Jakierra,f,Unknown,Unknown
Jakiyra,f,Unknown,Unknown
Jamily,f,"Beloved, Resolute",Arabic
Janaira,f,Unknown,Unknown
Jaquayla,f,Modern invention,Modern English
Janeria,f,"Modern invention, blend of Jane and Maria",Modern English
Jaquavia,f,Unknown,Unknown
Jaselin,f,A combination of the names Jason and Lynn,Unknown
Jaquoia,f,Unknown,Unknown
Jastyn,m,Modern invention,English
Jayanti,f,"Victorious, Triumphant",Sanskrit
Jazamine,f,Modern variant of Jasmine,English
Jeanell,f,God is gracious,Hebrew
Jazsmin,f,"Jasmine flower, fragrant flower",Persian
Jemira,f,uncertain,Hebrew
Jesel,m,Unknown,Unknown
Jewlia,f,Unknown,Unknown
Jimiya,f,Unknown,Unknown
Jhovana,f,God is gracious,Hebrew
Jkyla,unknown,Unknown,Unknown
Jlyssa,f,Uncertain,Uncertain
Joiya,f,"Joy, Happiness",Unknown
Jolenna,f,Unknown,Unknown
Juhee,f,Unknown,Unknown
Jonesha,f,Modern invention,American
Kahyla,f,Unknown,Unknown
Kalajah,Unknown,Unknown,Unknown
Kaleesha,f,Uncertain,Uncertain
Kandence,f,"Rhythm, Flow, Musical",Latin
Katreena,f,"Pure, Clear",Greek
Kanyjah,f,,
Kaniesha,f,"Modern American name, possibly a variation of Keisha or a combination of Kanika and Aisha",Modern American
Katylin,f,"pure, tortured, strong-willed","Irish, English"
Kaytlynne,f,"Pure, Clear, Modern spelling variation of Caitlin",Irish
Kelela,f,Strong and victorious,Hebrew
Kaylese,f,"Variant of Kaylee, Slender, Pure",Unknown
Kenyona,f,Unknown,Unknown
Keshae,f,Uncertain,Uncertain
Keshonna,f,Unknown,Unknown
Khala,f,"Aunt, Sister",Arabic
Kindalyn,f,"Kind, Gentle",English
Kitsia,f,"Guardian, Watchful",Greek
Kidist,f,"Glory, Holy, Gift of God",Amharic
Kyajah,Unknown,Unknown,Unknown
Lamarie,f,Unknown,Unknown
Larinda,f,"Tender, Graceful, Beautiful",English
Leeda,f,"Meadow, pasture",English
Lamesha,f,"Modern combination of La and Aisha, uncertain meaning","Uncertain, possibly American"
Leshae,f,"Noble, dignified",English
Lyba,f,"Beloved, Affectionate",Arabic
Lynsay,f,uncertain,
Macartney,,,
Mackenze,m,"Son of, Fire-born, Fierce, Handsome",Gaelic
Mahalya,f,Unknown,Unknown
Makaylea,f,Uncertain,Uncertain
Madaliene,f,"Tower, Woman of Magdala","Hebrew, English"
Maliza,f,unknown,unknown
Manahel,f,Spring of fresh water,Arabic
Maricsa,f,Uncertain,Uncertain
Mariadel,f,"Uncertain, maybe a combination of Maria and Del","Uncertain, possibly a combination of Spanish and English elements"
Marietherese,f,"Bitterness, harvester, well-beloved",Unknown
Markira,f,Unknown,Unknown
Marlenis,f,Uncertain,Uncertain
Matalin,Unknown,Unknown,Unknown
Maryliz,f,"Beloved, Bitterness",Latin
Maurisha,f,"Uncertain, combination name","Uncertain, modern English creation"
Megen,f,"Strong, Pearl","Greek, Welsh"
Mckelvey,m,Son of the servant of St. Filbert,Irish
Merinda,f,"Variant of Miranda, Admirable, Worthy of admiration",Latin
Mikahla,,,
Merli,f,Uncertain,Unknown
Mikira,f,Unknown,Unknown
Mikinzi,f,Possibly a variant of Mackenzie,"Unknown, possibly Gaelic or Scottish"
Minhthu,f,Means intelligent or bright,Vietnamese
Milasia,f,Unknown,Unknown
Mirakal,m,Unknown,Unknown
Mohogany,f,"Strong, Beautiful, Unique",English
Montavia,f,Modern invention,
Mykera,,,
Morghyn,f,Unknown,Unknown
Narnia,,Unknown,Unknown
Nyeshia,f,Unknown,Unknown
Oreana,f,Unknown,Unknown
Natalle,f,"Christmas, born on Christmas Day",Latin
Paishance,f,"Joy, Elegance",French
Oyuky,f,"Joyful, blessed, happy",Unknown
Pakou,f,Unknown,Unknown
Paryss,f,Unknown,Unknown
Perryn,Unknown,Unknown,Unknown
Rakaya,f,Unknown,Unknown
Presious,f,"Valuable, Treasured, Precious",English
Razaria,f,Unknown,Unknown
Ranie,f,"Strong, Mighty, Queen-like",English
Ranayah,f,Unknown,Unknown
Revathi,f,"Prosperity, wealth, good fortune",Sanskrit
Ricayla,f,Unknown,Unknown
Rileah,f,"Courageous, Valiant",
Rodericka,f,Famous ruler,Germanic
Rorrie,m,"Counselor, Famous Advisor",Scottish
Sanela,f,"healthy, bright, cheerful",Bosnian
Scotia,f,"Ireland, land of the Gaels",Latin
Roshani,f,"Light, brightness, illumination",Sanskrit
Savanaha,f,Uncertain,American
Secia,f,Unknown,Unknown
Shantaya,f,Unknown,Unknown
Shanthi,f,"peace, tranquility, calmness",Sanskrit
Shamaiah,m,God has heard,Hebrew
Shawnti,f,"God is gracious, beautiful",English
Shealin,f,"Derived from Sheila, meaning 'blind' or 'from the Cailleach', also a variant of the name Shailin which means 'modest' in Irish Gaelic",Irish
Sherrilyn,f,Unknown,Unknown
Shykeria,f,Unknown,Unknown
Sheyda,f,"lover, affectionate",Persian
Shyleen,f,"Bright, Lively, Cheerful",Irish
Sirley,f,Unknown,Unknown
Syleste,f,Unknown,Unknown
Tahmya,f,Unknown,Unknown
Sylina,f,"Variant of Selena, Moon goddess",Unknown
Starlina,f,"Variant of Starling, combination of Star and Lina",English
Talie,f,"blooming, joyful, valley, to praise","Hebrew, English"
Tammara,f,"Palm tree, Date palm",Hebrew
Tashona,f,Uncertain,Uncertain
Tanyja,f,Uncertain,Uncertain
Taneja,m,"Derived from the Sanskrit word 'tanaya' meaning son, descendent.",Sanskrit
Teashia,f,Unknown,Unknown
Tatiyanah,f,"Uncertain, possibly derived from Tatiana meaning 'fairy queen', Prosperous","Uncertain, possibly Russian"
Teajah,f,Unknown,Unknown
Teauna,f,Uncertain,Uncertain
Tekia,f,"Melody, Musical note",Hebrew
Tenasia,f,Unknown,Unknown
Tekira,f,Unknown,Unknown
Thalita,f,Unknown,Unknown
Tiairra,f,Uncertain,Uncertain
Tkya,f,Unknown,Unknown
Tyaisa,f,Undefined,Undefined
Trinite,f,"Holy Trinity, threefold, unity",Latin
Tyiesha,f,Uncertain,Uncertain
Tykiera,f,Unknown,Unknown
Tyneshia,f,Unknown,Unknown
Yanesa,f,Unknown,Unknown
Yaricelis,f,Unknown,Unknown
Xyomara,f,unknown,unknown
Yenitza,f,"Modern invention, no traditional meaning","Unknown, likely modern invention"
Yasmyne,f,"Jasmine, flower",Persian
Yesenya,f,God is gracious,Russian
Yhadira,f,Precious gift,Hebrew
Yesika,f,uncertain,"Uncertain, possibly Hebrew or Spanish"
Yna,f,Unknown,Unknown
Yoshigey,Unknown,Unknown,Unknown
Yulma,f,Unknown,Unknown
Ysabell,f,"Variant of Isabelle, Consecrated to God","French, English"
Zaory,Unknown,Unknown,Unknown
Zyairra,f,Unknown,Unknown
Zarella,f,Unknown,Unknown
Aallyah,f,"Exalted, high, sublime",Arabic
Abey,m,Father of many; gift of God,Hebrew
Abyade,m,"Pure, Intelligent",Unknown
Adaija,f,"May God Adorn, God's Jewel",Hebrew
Adairis,f,Uncertain,Uncertain
Adonica,f,Uncertain,Uncertain
Adalinda,f,"Noble, gentle, serpent, beauty",Germanic
Adryann,m,"Dark, Rich",Latin
Aeisha,f,"Life, alive, she who lives, prosperous",Arabic
Aeryona,f,Unknown,Unknown
Ajeya,f,"Invincible, Unconquerable",Sanskrit
Ajalon,m,"deer, place of gazelles",Hebrew
Aketzalli,f,Unknown,Unknown
Akiylah,f,"Intelligent, Wise, Bright",Arabic
Akosha,Unknown,Unknown,Unknown
Akura,Unknown,Unknown,Unknown
Alecsis,f,Defender of the people,Greek
Aleily,f,"Energetic, Bright, Radiant",Unknown
Alela,f,"Joyful, Noble",Unknown
Alexaundra,,,
Alexanna,f,"Defender of mankind, Gracious, Beautiful",Greek
Alexeah,f,Defender of mankind,Greek
Aleona,f,unknown,unknown
Aliceia,f,"Noble, Bright",Germanic
Allinah,f,"Noble, Kind, Graceful",English
Allexys,f,Defender of the people,Greek
Alyshea,f,"Noble, Variant of Alicia",English
Aliceann,f,"Noble, Gracious, Favor, Full of Grace",English
Amandarose,f,Beloved rose,English
Ameiya,f,Unknown,Unknown
Aneecia,f,Unknown,Unknown
Amelinda,f,"Work, labor; loving; noble",Germanic
Anaelise,f,"Gracious, God is my oath",Hebrew
Aneshia,f,Unknown,Unknown
Annahy,f,Unknown,Unknown
Annalyss,f,"Grace, Favor",English
Anhelica,f,"Messenger of God, Angelic",Spanish
Annanya,f,"Unique, Incomparable",Sanskrit
Annea,f,"Grace, Favor",Hebrew
Anonda,f,"Bliss, happiness",Sanskrit
Anyea,f,Unknown,Unknown
Annecia,f,"Graceful, Gracious",Latin
Anterria,f,Unknown,Unknown
Armanda,f,"Strong, Army, Power","Germanic, Latin"
Ashawni,f,Not available,Not available
Arrissa,f,unknown,unknown
Ashalee,f,Meadow of ash trees,English
Atasia,f,Uncertain,Uncertain
Atiyyah,f,"Gift, Generosity",Arabic
Aubreona,f,"Noble, Leader, Strong",English
Aumya,f,Unknown,Unknown
Ayannia,f,Unknown,Unknown
Ayja,f,Unknown,Unknown
Azareah,Unknown,Unknown,Unknown
Berenisse,f,Unknown,Unknown
Azhanae,f,Unknown,Unknown
Bernardina,f,Brave as a bear,Germanic
Bernasia,f,Unknown,Unknown
Betsua,f,God's promise,Hebrew
Bhoomika,f,"Earth, Role, Character",Sanskrit
Bethzabeth,f,"Variant of Elizabeth, pledged to God",Hebrew
Birydiana,f,Unknown,Unknown
Breiona,f,Modern invention,American
Brionnah,f,"Strong, virtuous",Irish
Breshauna,f,Uncertain,American
Brendolyn,f,"Variant of Brenda, Sword, Viking",English
Brenia,f,"Modern invention, combination of Brenda and Renia",American
Brisseyda,f,Unknown,Unknown
Calisha,f,Unknown,Unknown
Cambel,m,"Crooked mouth, from the beautiful field","Irish, English"
Caitilyn,f,"Pure, clear",Irish
Carlyssia,f,"Strong, Free, Beautiful",Unknown
Carmalita,f,"Garden, The vineyard of God",Latin
Casaya,f,Unknown,Unknown
Carnesha,f,unknown,unknown
Catey,f,"Pure, Beauty",Greek
Caroleen,f,"Free man, Strong, Full of strength",Germanic
Catrin,f,"Pure, clear, beloved",Welsh
Chakyra,f,Unknown,Unknown
Chamaya,f,Unknown,Unknown
Chalise,f,"modern name, possibly a variation of Chalice",
Chamia,f,tbc,African
Chaniece,f,Modern invention,American
Cattibrie,f,"Pure, Bright, Beloved",English
Chanlee,Unknown,Unknown,Unknown
Charell,f,Unknown,Unknown
Chanta,f,"Singer, Stone, Beautiful",Unknown
Charliyah,f,Modern invention,
Chauntel,f,"Singer, Song, Chant",French
Christinamarie,f,"Follower of Christ, Beloved",
Cherlene,f,"Beloved, Dear",English
Chrishae,f,"Modern name, variation of Christa or Christina",
Christyonna,f,follower of Christ,Greek
Charlice,f,"Strong, fierce",English
Cidnie,,Unknown,
Chrystelle,f,Follower of Christ,Greek
Cierria,f,Unknown,Unknown
Clarinda,f,"Bright, Clear",Latin
Claren,m,"Bright, Clear, Famous",Latin
Colista,f,Unknown,Unknown
Conchita,f,"Conception, Chosen, Little shell",Spanish
Dalayjah,f,Unknown,Unknown
Dalonna,f,Uncertain,
Crystalin,f,"Crystalline, Clear, Bright",English
Dacee,f,"Southerner, from the south",English
Danaeja,f,Unknown,Unknown
Dandria,f,Unknown,Unknown
Daneja,f,Unknown,Unknown
Danajha,f,Unknown,Unknown
Dashawnna,f,Unknown,Unknown
Daniaya,f,Unknown,Unknown
Dashona,f,Unknown,Unknown
Daveonna,f,"Beloved, Gift of God",English
Dayshana,f,Uncertain,
Dayzha,f,Uncertain,Uncertain
Dazjah,f,Unknown,Unknown
Demea,f,"Honored, Respected",Latin
Deianeira,f,"Man-destroyer, Calm, Wife of Heracles",Greek
Delyssa,f,"Uncertain, possibly derived from a combination of other names",Uncertain
Denashia,f,"modern combination name, possibly a variant of Deneisha",
Denese,f,"Derived from Dionysius, god of wine and revelry",Greek
Destenee,f,Uncertain,Uncertain
Deshara,f,Unknown,Unknown
Destannie,f,"Destiny, Star",English
Deyonce,f,Unknown,Unknown
Deztany,f,None,None
Dianeli,f,Unknown,Unknown
